"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"LINC00152","hepatocellular carcinoma","qPCR","differential expression","","","","29130980","details","","","","",""
"LINC00152","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26356260","details","","","","",""
"LINC00152","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.","down-regulated","","","","29617624","details","","","","",""
"LINC00152","hepatocellular carcinoma","Microarray, qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","26540343","details","","","","",""
"LINC00160","hepatocellular carcinoma","RT-qPCR, Western blot, Microarray","up-regulated","","","","32067991","details","","","","",""
"LINC00161","hepatocellular carcinoma","qPCR","up-regulated","","","","30087703","details","","","","",""
"LINC00161","hepatocellular carcinoma","qPCR, in vitro knockdown etc.","up-regulated","","","","28915581","details","","","","",""
"LINC00174","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32128852","details","","","","",""
"LINC00176","hepatocellular carcinoma","RNA-seq, Microarray, qPCR","up-regulated","","","","28869604","details","","","","",""
"LINC00205","hepatocellular carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31272761","details","","","","",""
"LINC00210","liver cancer","Microarray, qPCR, RIP, in vitro knockdown","up-regulated","","","","29540185","details","","","","",""
"LINC00221","hepatocellular carcinoma","RNA-seq","up-regulated","","","","30916406","details","","","","",""
"LINC00261","cholangiocarcinoma","qRT-PCR, western blot assay","up-regulated","","","","31812439","details","","","","",""
"LINC00261","hepatocellular carcinoma","qRT-PCR, Western blot, in vitro knockdown","down-regulated","","","","29278875","details","","","","",""
"LINC00324","liver cancer","RT-qPCR, Western blot, Microarray","up-regulated","","","","32128906","details","","","","",""
"LINC00339","hepatocellular carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31239716","details","","","","",""
"LINC00346","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32133348","details","","","","",""
"LINC00346","hepatocellular carcinoma","RT-qPCR, Luciferase reporter assay, Western blotting","up-regulated","","","","31691159","details","","","","",""
"LINC00441","hepatocellular carcinoma","qPCR, ChIP, Luciferase reporter assay, RNA pull-down assay etc.","up-regulated","","","","28300839","details","","","","",""
"LINC00460","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32184630","details","","","","",""
"LINC00460","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","up-regulated","","","","31376654","details","","","","",""
"LINC00461","hepatocellular carcinoma","qPCR","up-regulated","","","","30879766","details","","","","",""
"LINC00462","hepatocellular carcinoma","RNA-seq","up-regulated","","","","30916406","details","","","","",""
"LINC00462","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","28622593","details","","","","",""
"LINC00467","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32125766","details","","","","",""
"LINC00467","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","32221502","details","","","","",""
"LINC00467","hepatocellular carcinoma","qRT-PCR, Western blot analysis, Dual luciferase reporter assay, RIP","up-regulated","","","","31916278","details","","","","",""
"LINC00467","hepatocellular carcinoma","RT-qPCR, Western blot assay, RIP, Luciferase reporter assay","up-regulated","","","","31656043","details","","","","",""
"LINC00467","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","down-regulated","","","","31480990","details","","","","",""
"LINC00470","hepatocellular carcinoma","qRT-PCR , Western blot , in vitro knockdown etc.","up-regulated","","","","31612313","details","","","","",""
"LINC00472","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, etc.","down-regulated","","","","30522853","details","","","","",""
"LINC00473","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32021265","details","","","","",""
"LINC00488","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot , RIP etc.","up-regulated","","","","31005556","details","","","","",""
"LINC00511","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","31731191","details","","","","",""
"LINC00511","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , RIP , in vitro knockdown etc.","up-regulated","","","","31081082","details","","","","",""
"LINC00628","hepatocellular carcinoma","qPCR, Luciferase reporter assay","down-regulated","","","","30740671","details","","","","",""
"LINC00635","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29650788","details","","","","",""
"LINC00657","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","28919047","details","","","","",""
"LINC00662","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","31785055","details","","","","",""
"LINC00662","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","31959915","details","","","","",""
"LINC00665","hepatocellular carcinoma","RNA-seq, qPCR etc.","up-regulated","","","","29728556","details","","","","",""
"LINC00665","hepatocellular carcinoma","RNA-seq, qPCR etc.","up-regulated","","","","27499103","details","","","","",""
"LINC00668","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","32249890","details","","","","",""
"LINC00673","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot, RNAi","up-regulated","","","","29312806","details","","","","",""
"LINC00707","hepatocellular carcinoma","qPCR, Western blot, other","up-regulated","","","","30317590","details","","","","",""
"LINC00707","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30488589","details","","","","",""
"LINC00857","hepatocellular carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30506763","details","","","","",""
"LINC00882","hepatocellular carcinoma","qPCR, Western blot, other","up-regulated","","","","30271163","details","","","","",""
"LINC00958","hepatocellular carcinoma","RIP, RNA-seq, RT-qPCR","up-regulated","","","","31915027","details","","","","",""
"LINC00974","hepatocellular carcinoma","qPCR, RIP, in vitro knockdown etc.","up-regulated","","","","25476897","details","","","","",""
"LINC00978","hepatocellular carcinoma","RNAi, RT-qPCR, Western blot","up-regulated","","","","32077915","details","","","","",""
"LINC00978","hepatocellular carcinoma","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31582742","details","","","","",""
"LINC01018","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot , RIP etc.","down-regulated","","","","31021172","details","","","","",""
"LINC01061","cholangiocarcinoma","qPCR, Luciferase reporter assay, RIP","up-regulated","","","","30967271","details","","","","",""
"LINC01093","hepatocellular carcinoma","RNA-seq, qPCR etc.","down-regulated","","","","26887054","details","","","","",""
"LINC01133","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, etc.","up-regulated","","","","30548306","details","","","","",""
"LINC01134","hepatocellular carcinoma","qPCR, Western blot, RIP etc","differential expressed","","","","32272940","details","","","","",""
"LINC01139","hepatocellular carcinoma","RT-PCR, Western blot","up-regulated","","","","32115147","details","","","","",""
"LINC01152","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","27894309","details","","","","",""
"LINC01224","hepatocellular carcinoma","qRT-PCR, Western blot analysis, Dual Luciferase Reporter Assay, RIP","up-regulated","","","","31902747","details","","","","",""
"LINC01225","hepatocellular carcinoma","Microarray, qPCR, Western blot, RIP, Flow cytometry assay etc.","up-regulated","","","","26938303","details","","","","",""
"LINC01234","hepatocellular carcinoma","qPCR, Western blot analysis, Dual Luciferase Reporter Assay, RIP","up-regulated","","","","31838274","details","","","","",""
"LINC01287","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi, RIP","up-regulated","","","","30001751","details","","","","",""
"LINC01287","hepatocellular carcinoma","qPCR, Western blot, luciferase reporter assay","up-regulated","","","","30133116","details","","","","",""
"LINC01287","hepatocellular carcinoma","qRT-PCR, Western blot assay, ChIP, Luciferase reporter assay","up-regulated","","","","30001751","details","","","","",""
"LINC01296","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","30988624","details","","","","",""
"LINC01314","hepatoblastoma","Microarray, Western blot","down-regulated","","","","29571247","details","","","","",""
"LINC01352","hepatocellular carcinoma","qRT-PCR, Western blot","down-regulated","","","","32157216","details","","","","",""
"LINC01391","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RIP","down-regulated","","","","31207322","details","","","","",""
"LINC01410","cholangiocarcinoma","RT-qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31951299","details","","","","",""
"LINC01419","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26109807","details","","","","",""
"LINC01419","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26540467","details","","","","",""
"LINC01433","hepatocellular carcinoma","qPCR, Western blot, RIP, RNAi, other","up-regulated","","","","30317567","details","","","","",""
"LINC01551","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31270840","details","","","","",""
"LINC01554","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","32231743","details","","","","",""
"LINC01554","hepatocellular carcinoma","qPCR","down-regulated","","","","30809309","details","","","","",""
"LINC01714","cholangiocarcinoma","RNA-seq, qRT-PCR, Western blot Assays, RNAi, RIP","down-regulated","","","","31902744","details","","","","",""
"LINC02476","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","32280244","details","","","","",""
"LINC02499","hepatocellular carcinoma","qRT-PCR","down-regulated","","","","32039538","details","","","","",""
"LINCRNA-CALCA","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25556502","details","","","","",""
"LINCRNA-p21","liver cancer","qRT-PCR , Western blot etc.","up-regulated","","","","31186706","details","","","","",""
"LINCRNA-p21","liver cancer","RT-PCR, in vitro knockdown  etc.","down-regulated","","","","31186722","details","","","","",""
"LINCRNA-p21","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","down-regulated","","","","26305675","details","","","","",""
"LINCRNA-p21","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","28721075","details","","","","",""
"LINCRNA-p21","hepatocellular carcinoma","qPCR, RNAi, Western blot, ChIP etc.","down-regulated","","","","27391793","details","","","","",""
"LINCRNA-p21","Hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, etc.","differential expression","","","","30632031","details","","","","",""
"LINCRNA-TSPAN8","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25556502","details","","","","",""
"LINCRNA-VLDLR","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"LINCRNA-VLDLR","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","24874432","details","","","","",""
"LMCD1-AS1","cholangiocarcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","30876691","details","","","","",""
"LMCD1-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","down-regulated","","","","31278071","details","","","","",""
"lnc-AF085935","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","25501706","details","","","","",""
"lnc-DILC","liver cancer","Microarray, Luciferase reporter assay etc.","down-regulated","","","","26812074","details","","","","",""
"lnc-EPS15L1-2:1","hepatocellular carcinoma","Microarray, qPCR","up-regulated","","","","31355249","details","","","","",""
"lnc-HC","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","32278306","details","","","","",""
"lnc-PCDH9-13:1","hepatocellular carcinoma","qPCR","up-regulated","","","","30045829","details","","","","",""
"Lnc-PDZD7","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30786928","details","","","","",""
"lnc-RBMY2FP","hepatocellular carcinoma","qPCR, Western blot, RIP, ChIP, Cell cycle assay etc.","up-regulated","","","","27487148","details","","","","",""
"lnc-Tim3","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29706626","details","","","","",""
"lnc-uc003wbd","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","25501706","details","","","","",""
"lnc00312","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown","down-regulated","","","","29432732","details","","","","",""
"lnc473","hepatocellular carcinoma","qPCR, Western blot, RIP etc.","up-regulated","","","","29605299","details","","","","",""
"lncARSR","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","32169080","details","","","","",""
"lncARSR","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","28464252","details","","","","",""
"lncBRM","hepatocellular carcinoma","qPCR, RNAi, Western blot, Northern blot, ChIP etc.","up-regulated","","","","27905400","details","","","","",""
"lncCAMTA1","hepatocellular carcinoma","Microarray, qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27669232","details","","","","",""
"lncGPR107","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RIP","up-regulated","","","","29925408","details","","","","",""
"lncGPR107","liver cancer","qPCR, Western blot, ChIP, etc.","up-regulated","","","","29925408","details","","","","",""
"lncHDAC2","liver cancer","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30582981","details","","","","",""
"lncMAPK6","liver cancer","Luciferase reporter assay etc.","up-regulated","","","","29764463","details","","","","",""
"lncMER52A","hepatocellular carcinoma","Western blot, RIP, RNA-seq, Luciferase reporter assays","up-regulated","","","","31874857","details","","","","",""
"lncPARP1","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29776974","details","","","","",""
"lncPARP1","hepatocellular carcinoma","qPCR, western blot etc.","up-regulated","","","","29776974","details","","","","",""
"lncRNA-AF085935","hepatocellular carcinoma","qPCR, Western blot, etc.","up-regulated","","","","30710234","details","","","","",""
"lncRNA-AK058803","hepatocellular carcinoma","qPCR, RNAi, Western blot, Flow cytometry assay, RNA pull-down assay, Cell proliferation assay etc.","down-regulated","","","","28035067","details","","","","",""
"lncRNA-ATB","hepatocellular carcinoma","qPCR, Western blot, RIP","up-regulated","","","","31558875","details","","","","",""
"lncRNA-ATB","cholangiocarcinoma","qRT-PCR, Western blotting, in vitro knockdown etc.","up-regulated","","","","31571907","details","","","","",""
"lncRNA-ATB","hepatocellular carcinoma","qPCR, other","up-regulated","","","","30338850","details","","","","",""
"lncRNA-ATB","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"lncRNA-ATB","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","29331759","details","","","","",""
"lncRNA-ATB","hepatocellular carcinoma","qPCR","up-regulated","","","","29108251","details","","","","",""
"lncRNA-ATB","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","24768205","details","","","","",""
"lncRNA-CTBP","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27113935","details","","","","",""
"lncRNA-D16366","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","24876753","details","","","","",""
"lncRNA-D16366","hepatocellular carcinoma","qPCR, etc.","down-regulated","","","","31475695","details","","","","",""
"lncRNA-Dreh","hepatocellular carcinoma","Microarray, qPCR, RIP, in vitro knockdown etc.","down-regulated","","","","23239537","details","","","","",""
"lncRNA-EBIC","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"lncRNA-ELF209","hepatocellular carcinoma","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31090062","details","","","","",""
"lncRNA-HEIH","cholangiocarcinoma","qRT-PCR","up-regulated","","","","32062383","details","","","","",""
"lncRNA-HEIH","liver cancer","RT-PCR , Western blot etc.","up-regulated","","","","31144384","details","","","","",""
"lncRNA-HEIH","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"lncRNA-HEIH","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","26550214","details","","","","",""
"lncRNA-HEIH","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","28487474","details","","","","",""
"lncRNA-HEIH","hepatocellular carcinoma","qPCR","up-regulated","","","","29286922","details","","","","",""
"lncRNA-HEIH","hepatocellular carcinoma","Microarray, qPCR, RIP, RNA pull-down assay etc.","up-regulated","","","","21769904","details","","","","",""
"lncRNA-Hpvt1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"lncRNA-Hpvt1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","25043274","details","","","","",""
"lncRNA-LALR1","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","32160589","details","","","","",""
"lncRNA-LALR1","liver cancer","qPCR, RIP etc.","up-regulated","","","","23483581","details","","","","",""
"lncRNA-LET","hepatocellular carcinoma","qPCR, Western blot, RIP, in vitro knockdown etc.","down-regulated","","","","23395002","details","","","","",""
"lncRNA-NEF","intrahepatic cholangiocarcinoma","qRT-PCR , Western blot etc.","down-regulated","","","","31015363","details","","","","",""
"lncRNA-NEF","hepatocellular carcinoma","RNA-seq, qPCR, Western blot","down-regulated","","","","29311643","details","","","","",""
"lncRNA-PDPK2P","hepatocellular carcinoma","Microarray, qPCR, Western blot, RIP","up-regulated","","","","31368655","details","","","","",""
"lncRNA-PE","hepatocellular carcinoma","qPCR, Western blot, RNAi","differential expression","","","","28488544","details","","","","",""
"lncRNA-PRAL","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","26663434","details","","","","",""
"lncRNA-Saf","Hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, etc.","differential expression","","","","30632031","details","","","","",""
"lncRNA-SRA1","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","28085012","details","","","","",""
"lncRNA-SVUGP2","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","29228655","details","","","","",""
"lncRNA-URHC","hepatocellular carcinoma","Microarray, qPCR, Western blot etc.","up-regulated","","","","25013376","details","","","","",""
"lncRNA-WRAP53","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26551349","details","","","","",""
"lncRNA-ZNF281","hepatocellular carcinoma","qPCR","up-regulated","","","","32073896","details","","","","",""
"lncRNA00673","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","28829500","details","","","","",""
"lncSox4","hepatocellular carcinoma","qPCR, RNAi, Northern blot, RIP, ChIP, Flow cytometry assay, ISH etc.","up-regulated","","","","27553854","details","","","","",""
"lncTCF7","hepatocellular carcinoma","Microarray, qPCR, Northern blot, FISH etc.","up-regulated","","","","25842979","details","","","","",""
"lncTCF7","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","26452542","details","","","","",""
"lncTIC1","liver cancer","qPCR, Western blot, in vitro knockdown, RIP","up-regulated","","","","29778568","details","","","","",""
"lncTIC1","liver cancer","CRISPR, qPCR, western blot etc.","up-regulated","","","","29778568","details","","","","",""
"lncWDR26","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown etc.","down-regulated","","","","29736313","details","","","","",""
"lncZic2","liver cancer","qPCR, Western blot, in vitro knockdown etc.","up-regulated","","","","29588366","details","","","","",""
"LOC105369388","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","down-regulated","","","","27285756","details","","","","",""
"LOC105369748","hepatocellular carcinoma","qPCR","up-regulated","","","","30912130","details","","","","",""
"LOC105372579","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay, in vitro knockdown etc.","up-regulated","","","","31114338","details","","","","",""
"LOC149086","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25714016","details","","","","",""
"LOC285194","hepatocellular carcinoma","qPCR, etc.","down-regulated","","","","31494574","details","","","","",""
"LOC728290","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","29085452","details","","","","",""
"LOC90784","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","28651931","details","","","","",""
"LOXL1-AS1","cholangiocarcinoma","qRT-PCR , Luciferase reporter assay , Western blot etc.","up-regulated","","","","31003776","details","","","","",""
"LRB1","hepatocellular carcinoma","Microarray, qPCR","up-regulated","","","","30008842","details","","","","",""
"LRB1","hepatocellular carcinoma","qRT-PCR ect.","up-regulated","","","","30008842","details","","","","",""
"LSINCT5","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30472720","details","","","","",""
"LUCAT1","liver cancer","other","up-regulated","","","","31826070","details","","","","",""
"LUCAT1","hepatoblastoma","qPCR, Western blot, Luciferase reporter assay, RIP, etc.","up-regulated","","","","30479162","details","","","","",""
"LUCAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","30588744","details","","","","",""
"LUCAT1?","hepatocellular carcinoma","qPCR, Luciferase reporter assay, other","up-regulated","","","","30416681","details","","","","",""
"LUST","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"MACC1-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32339066","details","","","","",""
"MACC1-AS1","hepatocellular carcinoma","qPCR etc","up-regulated","","","","32267834","details","","","","",""
"MACC1-AS1","hepatocellular carcinoma","qRT-PCR, Western blotting","up-regulated","","","","31915309","details","","","","",""
"MAFG-AS1","hepatocellular carcinoma","qRT-PCR, Western blotting, in vitro knockdown etc.","up-regulated","","","","31572506","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR","differential expression","","","","29930469","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot etc","up-regulated","","","","32326045","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","32220970","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","31777593","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","30914432","details","","","","",""
"MALAT1","hepatocellular carcinoma","qRT-PCR, Western blot, Dual luciferase reporting assay","up-regulated","","","","31693399","details","","","","",""
"MALAT1","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.","up-regulated","","","","31168355","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30278452","details","","","","",""
"MALAT1","hilar cholangiocarcinoma","qPCR, Western blot, other","up-regulated","","","","30231247","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RIP, etc.","up-regulated","","","","30546959","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30500989","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.","up-regulated","","","","31466138","details","","","","",""
"MALAT1","Hepatocellular Carcinoma","qPCR, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","31347327","details","","","","",""
"MALAT1","cholangiocarcinoma","qPCR, Western blot","up-regulated","","","","28592124","details","","","","",""
"MALAT1","hepatoblastoma","Microarray, PCR etc.","up-regulated","","","","17006932","details","","","","",""
"MALAT1","hilar cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","28059437","details","","","","",""
"MALAT1","liver cancer","qPCR, Western blot, RIP","up-regulated","","","","27782152","details","","","","",""
"MALAT1","liver cancer","Microarray, qPCR, Western blot, RIP, Luciferase reporter assay etc.","differential expression","","","","24468535","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29604585","details","","","","",""
"MALAT1","hepatocellular carcinoma","RT-PCR, Western blot, Luciferase reporter assay","up-regulated","","","","28722813","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.","up-regulated","","","","27524242","details","","","","",""
"MALAT1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","29170515","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.","down-regulated","","","","25773124","details","","","","",""
"MALAT1","hepatocellular carcinoma","RNA-seq, qPCR, RNAi, Colony formation assay etc.","up-regulated","","","","27993818","details","","","","",""
"MALAT1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26614531","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","21678027","details","","","","",""
"MALAT1","hepatocellular carcinoma","Microarray, PCR etc.","up-regulated","","","","17006932","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","28543721","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Luciferase reporter assay etc.","up-regulated","","","","28720061","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, luciferase reporter assay","differential expression","","","","28404923","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","28469957","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, RNAi, Western blot, ChIP, Cell proliferation assay etc.","up-regulated","","","","26735578","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay etc.","up-regulated","","","","26352013","details","","","","",""
"MALAT1","hepatocellular carcinoma","qPCR, Northern blot, ISH etc.","up-regulated","","","","16878148","details","","","","",""
"MANCR","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","31788100","details","","","","",""
"MCM3AP-AS1","hepatocellular carcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","30782188","details","","","","",""
"MCM3AP-AS1","Hepatocellular Carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","31237446","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, western blot","down-regulated","","","","31531526","details","","","","",""
"MEG3","cholangiocarcinoma","qRT-PCR , Western blot , in vitro knockdown etc.","down-regulated","","","","31119760","details","","","","",""
"MEG3","hepatocellular carcinoma","qRT-PCR , Western blot , in vitro knockdown etc.","down-regulated","","","","31089680","details","","","","",""
"MEG3","hepatocellular carcinoma","RT-PCR , Western blot , RIP etc.","down-regulated","","","","31003765","details","","","","",""
"MEG3","hepatocellular carcinoma","RT-qPCR, in vitro knockdown, Western blot assay etc.","up-regulated","","","","31144362","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR","NA","","","","30037433","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","down-regulated","","","","31396320","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","down-regulated","","","","31251997","details","","","","",""
"MEG3","liver cancer","RT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP","down-regulated","","","","29449541","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot etc.","up-regulated","","","","28374914","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, MTT assay etc.","up-regulated","","","","26321746","details","","","","",""
"MEG3","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","21625215","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, Western blot, Flow cytometry assay, MTT assay etc.","differential expression","","","","27432655","details","","","","",""
"MEG3","hepatocellular carcinoma","qPCR, MSP-PCR, Western blot, RIP, Flow cytometry assay, MTT assay etc.","down-regulated","","","","26647875","details","","","","",""
