,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
1697,NR_152762.1,8,0,0
1698,NR_152763.1,11,0,0
1699,NR_152764.1,10,0,0
1700,NR_027058.1,17,1,0
1701,NR_036473.1,18,0,0
1702,NR_002909.2,16,0,0
1703,NR_036473.1,18,0,0
1704,NR_002909.2,16,0,0
1705,NR_003038.2,2,0,0
1706,NR_003038.2,2,0,0
1707,NR_002599.2,4,0,0
1708,NR_152598.1,5,0,0
1709,NR_152599.1,3,0,0
1710,NR_152600.1,5,0,0
1711,NR_002599.2,4,0,0
1712,NR_152598.1,5,0,0
1713,NR_152599.1,3,0,0
1714,NR_152600.1,5,0,0
1715,NR_002599.2,4,0,0
1716,NR_152598.1,5,0,0
1717,NR_152599.1,3,0,0
1718,NR_152600.1,5,0,0
1719,NR_002599.2,4,0,0
1720,NR_152598.1,5,0,0
1721,NR_152599.1,3,0,0
1722,NR_152600.1,5,0,0
1723,NR_002599.2,4,0,0
1724,NR_152598.1,5,0,0
1725,NR_152599.1,3,0,0
1726,NR_152600.1,5,0,0
1727,NR_002599.2,4,0,0
1728,NR_152598.1,5,0,0
1729,NR_152599.1,3,0,0
1730,NR_152600.1,5,0,0
1731,NR_002599.2,4,0,0
1732,NR_152598.1,5,0,0
1733,NR_152599.1,3,0,0
1734,NR_152600.1,5,0,0
1735,NR_002599.2,4,0,0
1736,NR_152598.1,5,0,0
1737,NR_152599.1,3,0,0
1738,NR_152600.1,5,0,0
1739,NR_003672.2,23,5,0
1740,NR_024542.1,10,3,0
1741,NR_024543.1,9,3,0
1742,NR_003672.2,23,5,0
1743,NR_024542.1,10,3,0
1744,NR_024543.1,9,3,0
1745,NR_003672.2,23,5,0
1746,NR_024542.1,10,3,0
1747,NR_024543.1,9,3,0
1748,NR_003672.2,23,5,0
1749,NR_024542.1,10,3,0
1750,NR_024543.1,9,3,0
1751,NR_046514.1,20,1,0
1752,NR_075091.1,18,0,0
1753,NR_075092.1,16,0,0
1754,NR_075093.1,13,0,0
1755,NR_004053.3,16,0,0
1756,NR_075089.1,15,0,0
1757,NR_075090.1,11,0,0
1758,NR_146466.1,8,2,0
1759,NR_146467.1,6,2,0
1760,NR_146468.1,7,2,0
1761,NR_131221.1,5,0,0
1762,NR_131221.1,5,0,0
1763,NR_131221.1,5,0,0
1764,NR_131221.1,5,0,0
1765,NR_046683.1,6,2,0
1766,NR_046693.1,3,0,0
1767,NR_002190.1,6,0,0
1768,NR_002190.1,6,0,0
1769,NR_144530.1,4,0,0
1770,NR_027064.3,30,10,0
1771,NR_027064.3,30,10,0
1772,NR_027064.3,30,10,0
1773,NR_027064.3,30,10,0
1774,NR_027157.1,17,1,0
1775,NR_033711.1,61,6,0
1776,NR_033710.1,52,6,0
1777,NR_033709.1,41,5,0
1778,NR_033708.1,33,5,0
1779,NR_033712.1,26,4,0
1780,NR_033711.1,61,6,0
1781,NR_033710.1,52,6,0
1782,NR_033709.1,41,5,0
1783,NR_033708.1,33,5,0
1784,NR_033712.1,26,4,0
1785,NR_024458.1,12,0,0
1786,NR_051976.1,6,0,0
1787,NR_109964.1,9,1,0
1788,NR_038272.1,32,0,0
1789,NR_038271.1,13,0,0
1790,NR_110492.1,31,4,0
1791,NR_110493.1,30,4,0
1792,NR_002323.2,30,4,0
1793,NR_152867.1,12,0,0
1794,NR_152868.1,12,0,0
1795,NR_152869.1,30,4,0
1796,NR_152870.1,30,4,0
1797,NR_152871.1,31,4,0
1798,NR_110492.1,31,4,0
1799,NR_110493.1,30,4,0
1800,NR_002323.2,30,4,0
1801,NR_152867.1,12,0,0
1802,NR_152868.1,12,0,0
1803,NR_152869.1,30,4,0
1804,NR_152870.1,30,4,0
1805,NR_152871.1,31,4,0
1806,NR_110492.1,31,4,0
1807,NR_110493.1,30,4,0
1808,NR_002323.2,30,4,0
1809,NR_152867.1,12,0,0
1810,NR_152868.1,12,0,0
1811,NR_152869.1,30,4,0
1812,NR_152870.1,30,4,0
1813,NR_152871.1,31,4,0
1814,NR_110492.1,31,4,0
1815,NR_110493.1,30,4,0
1816,NR_002323.2,30,4,0
1817,NR_152867.1,12,0,0
1818,NR_152868.1,12,0,0
1819,NR_152869.1,30,4,0
1820,NR_152870.1,30,4,0
1821,NR_152871.1,31,4,0
1822,NR_110492.1,31,4,0
1823,NR_110493.1,30,4,0
1824,NR_002323.2,30,4,0
1825,NR_152867.1,12,0,0
1826,NR_152868.1,12,0,0
1827,NR_152869.1,30,4,0
1828,NR_152870.1,30,4,0
1829,NR_152871.1,31,4,0
1830,NR_110492.1,31,4,0
1831,NR_110493.1,30,4,0
1832,NR_002323.2,30,4,0
1833,NR_152867.1,12,0,0
1834,NR_152868.1,12,0,0
1835,NR_152869.1,30,4,0
1836,NR_152870.1,30,4,0
1837,NR_152871.1,31,4,0
1838,NR_110492.1,31,4,0
1839,NR_110493.1,30,4,0
1840,NR_002323.2,30,4,0
1841,NR_152867.1,12,0,0
1842,NR_152868.1,12,0,0
1843,NR_152869.1,30,4,0
1844,NR_152870.1,30,4,0
1845,NR_152871.1,31,4,0
1846,NR_110492.1,31,4,0
1847,NR_110493.1,30,4,0
1848,NR_002323.2,30,4,0
1849,NR_152867.1,12,0,0
1850,NR_152868.1,12,0,0
1851,NR_152869.1,30,4,0
1852,NR_152870.1,30,4,0
1853,NR_152871.1,31,4,0
1854,NR_110492.1,31,4,0
1855,NR_110493.1,30,4,0
1856,NR_002323.2,30,4,0
1857,NR_152867.1,12,0,0
1858,NR_152868.1,12,0,0
1859,NR_152869.1,30,4,0
1860,NR_152870.1,30,4,0
1861,NR_152871.1,31,4,0
1862,NR_110492.1,31,4,0
1863,NR_110493.1,30,4,0
1864,NR_002323.2,30,4,0
1865,NR_152867.1,12,0,0
1866,NR_152868.1,12,0,0
1867,NR_152869.1,30,4,0
1868,NR_152870.1,30,4,0
1869,NR_152871.1,31,4,0
1870,NR_015379.3,10,0,0
1871,NR_015379.3,10,0,0
1872,NR_015379.3,10,0,0
1873,NR_015379.3,10,0,0
1874,NR_015379.3,10,0,0
1875,NR_015379.3,10,0,0
1876,NR_015379.3,10,0,0
1877,NR_015379.3,10,0,0
1878,NR_015379.3,10,0,0
1879,NR_015379.3,10,0,0
1880,NR_015379.3,10,0,0
1881,NR_015379.3,10,0,0
1882,NR_015379.3,10,0,0
1883,NR_015379.3,10,0,0
1884,NR_015379.3,10,0,0
1885,NR_015379.3,10,0,0
1886,NR_015379.3,10,0,0
1887,NR_015379.3,10,0,0
1888,NR_015379.3,10,0,0
1889,NR_015379.3,10,0,0
1890,NR_015379.3,10,0,0
1891,NR_015379.3,10,0,0
1892,NR_015379.3,10,0,0
1893,NR_015379.3,10,0,0
1894,NR_015379.3,10,0,0
1895,NR_015379.3,10,0,0
1896,NR_015379.3,10,0,0
1897,NR_015379.3,10,0,0
1898,NR_015379.3,10,0,0
1899,NR_015379.3,10,0,0
1900,NR_015379.3,10,0,0
1901,NR_015379.3,10,0,0
1902,NR_015379.3,10,0,0
1903,NR_028119.1,3,0,1
1904,NR_108061.1,15,0,0
1905,NR_108060.1,4,0,0
1906,NR_120546.1,29,2,1
1907,NR_120547.1,22,1,1
1908,NR_023920.2,11,1,1
1909,NR_120548.1,12,1,0
1910,NR_120549.1,9,1,0
1911,NR_046665.1,5,0,0
1912,NR_001564.2,71,0,0
1913,NR_001564.2,71,0,0
1914,NR_001564.2,71,0,0
1915,NR_001564.2,71,0,0
1916,NR_001564.2,71,0,0
1917,NR_001564.2,71,0,0
1918,NR_001564.2,71,0,0
1919,NR_001564.2,71,0,0
1920,NR_001564.2,71,0,0
1921,NR_001564.2,71,0,0
1922,NR_001564.2,71,0,0
1923,NR_001564.2,71,0,0
1924,NR_001564.2,71,0,0
1925,NR_104131.2,7,0,0
1926,NR_160779.1,26,0,0
1927,NR_160780.1,26,0,0
1928,NR_160781.1,6,0,0
1929,NR_160782.1,7,0,0
1930,NR_160783.1,5,0,0
1931,NR_160784.1,4,0,0
1932,NR_147034.1,8,2,0
1933,NR_104174.1,9,0,0
1934,NR_024058.2,10,0,0
1935,NR_003950.1,26,1,0
1936,NR_024284.1,6,1,0
1937,NR_148975.1,5,0,0
1938,NR_148976.1,10,1,0
1939,NR_148977.1,12,2,0
1940,NR_148978.1,4,1,0
1941,NR_148979.1,4,1,0
1942,NR_024284.1,6,1,0
1943,NR_148975.1,5,0,0
1944,NR_148976.1,10,1,0
1945,NR_148977.1,12,2,0
1946,NR_148978.1,4,1,0
1947,NR_148979.1,4,1,0
1948,NR_024284.1,6,1,0
1949,NR_148975.1,5,0,0
1950,NR_148976.1,10,1,0
1951,NR_148977.1,12,2,0
1952,NR_148978.1,4,1,0
1953,NR_148979.1,4,1,0
1954,NR_024284.1,6,1,0
1955,NR_148975.1,5,0,0
1956,NR_148976.1,10,1,0
1957,NR_148977.1,12,2,0
1958,NR_148978.1,4,1,0
1959,NR_148979.1,4,1,0
1960,NR_024284.1,6,1,0
1961,NR_148975.1,5,0,0
1962,NR_148976.1,10,1,0
1963,NR_148977.1,12,2,0
1964,NR_148978.1,4,1,0
1965,NR_148979.1,4,1,0
1966,NR_040248.2,4,0,0
1967,NR_040248.2,4,0,0
1968,NR_040248.2,4,0,0
1969,NR_003604.3,11,2,0
1970,NR_003605.2,8,1,0
1971,NR_003606.3,10,2,0
1972,NR_036658.2,11,2,0
1973,NR_036659.2,4,0,0
1974,NR_003604.3,11,2,0
1975,NR_003605.2,8,1,0
1976,NR_003606.3,10,2,0
1977,NR_036658.2,11,2,0
1978,NR_036659.2,4,0,0
1979,NR_003604.3,11,2,0
1980,NR_003605.2,8,1,0
1981,NR_003606.3,10,2,0
1982,NR_036658.2,11,2,0
1983,NR_036659.2,4,0,0
1984,NR_003604.3,11,2,0
1985,NR_003605.2,8,1,0
1986,NR_003606.3,10,2,0
1987,NR_036658.2,11,2,0
1988,NR_036659.2,4,0,0
1989,NR_003604.3,11,2,0
1990,NR_003605.2,8,1,0
1991,NR_003606.3,10,2,0
1992,NR_036658.2,11,2,0
1993,NR_036659.2,4,0,0
1994,NR_003604.3,11,2,0
1995,NR_003605.2,8,1,0
1996,NR_003606.3,10,2,0
1997,NR_036658.2,11,2,0
1998,NR_036659.2,4,0,0
1999,NR_003604.3,11,2,0
2000,NR_003605.2,8,1,0
2001,NR_003606.3,10,2,0
2002,NR_036658.2,11,2,0
2003,NR_036659.2,4,0,0
